Company,Industry Sector,Current Ratio,Quick Ratio,Cash Ratio,Free Cash Flow Margin,Revenue Growth Year over Year,Common Equity to Tot Assets,Long Term Assets as % Total Assets,EBIT/Interest,Total Debt to Total Assets,Tot Debt to Common Equity,Cashflow to Total Liabilities,Free Cash Flow to Total Debt,Gross Margin,Operating Margin,Profit Margin,Net Income Margin Adjusted,Return on Assets,Return on Common Equity,Inventory Turnover,Accounts Receivable Turnover,Accounts Payable Turnover,Net Fixed Asset Turnover,Gross Fixed Asset Turnover,Asset Turnover,Sales per Employee,Operating Profit Per Employee,Cash Conversion Cycle
AKUS UW Equity,"Consumer, Non-cyclical",29.00700346,28.76178915,28.76178915,#N/A N/A,#N/A N/A,93.17954102,6.813859307,#N/A N/A,3.99880006,4.291500061,-179.3059465,-3.378769692,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
BH UN Equity,"Consumer, Cyclical",0.512322888,0.480327409,0.413816056,22.33290214,-35.15873799,55.4858306,85.48304072,0.304003605,27.63063279,49.79763751,25.94253432,#N/A N/A,42.62837141,1.089044302,-8.759623965,2.000396603,-3.521939927,-6.432675261,67.14640399,21.24595224,2.058140892,1.127474327,0.569151613,0.402065196,112294.9249,1222.941481,-155.1528045
CRVL UW Equity,"Consumer, Non-cyclical",1.563262497,1.114452199,0.622511949,8.18371396,-0.590022493,45.57512132,49.79315812,#N/A N/A,23.61961274,51.82567168,35.67705,0.700099201,21.26235806,10.25134028,7.999831145,8.019707037,9.840160465,21.47317465,#N/A N/A,8.540881279,22.8323854,3.362486803,#N/A N/A,1.259528721,154870.5544,#N/A N/A,#N/A N/A
DGII UW Equity,Technology,2.777364037,1.851314715,0.884027438,12.02380483,9.861409975,70.26908425,67.83359373,3.150612472,3.91388396,5.569851952,21.93508163,#N/A N/A,51.55279281,4.052336261,3.01176993,3.287513012,1.449216843,2.151624686,2.654728453,4.342911892,6.26465368,#N/A N/A,#N/A N/A,0.53244403,425717.9878,#N/A N/A,138.0426146
MBIO UQ Equity,"Consumer, Non-cyclical",10.46074619,10.27892801,10.27892801,#N/A N/A,#N/A N/A,89.5677889,9.432211101,-14.50242533,2.027297543,2.263422563,-325.5037069,-18.41965889,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-65.46674303,-79.9736153,#N/A N/A,#N/A N/A,#N/A N/A,0,0,0,0,-916225.8065,#N/A N/A
DIOD UW Equity,Technology,2.008755066,1.165775401,0.53791181,9.063263953,-1.59430964,48.69113095,48.2692981,11.51877894,24.66868439,50.66360939,19.43458863,0.260799581,35.07287171,10.92827536,7.979726899,8.799415887,5.420962126,9.475984473,2.936684734,4.235875275,5.986939726,2.210275715,0.941826525,0.679341811,137511.4666,15027.63173,149.9020756
GPI UN Equity,"Consumer, Cyclical",1.087643132,0.121235144,0.047376133,6.470815902,-9.897208522,28.48272881,60.62011239,4.757338552,52.57004755,184.5681567,22.12758943,0.262455616,16.30144308,4.480362705,2.640115004,3.074144382,5.375486655,20.41178428,5.390925008,75.25589459,17.83156376,6.053552004,4.881975842,2.036099254,879614.1688,39401.79947,52.23043394
SKY UN Equity,"Consumer, Cyclical",2.136723333,1.367222618,1.122198589,4.479276938,0.712256892,60.67736983,48.98132276,18.66472366,11.78687476,19.42548728,24.9664102,1.743331083,20.36715265,6.311827878,4.246092296,4.510218072,7.354630556,11.3863502,8.582018815,30.50281242,31.82253367,11.86736509,7.177081808,1.643993619,207534.8485,#N/A N/A,41.63200747
LCII UN Equity,"Consumer, Cyclical",2.088889369,0.769574009,0.124451841,6.22473773,17.90795798,39.52627271,62.15016247,#N/A N/A,36.83100881,93.18108256,16.65101586,0.205643275,25.25207731,7.972845675,5.666330254,5.666330254,7.616161606,18.54185903,4.70999858,11.93410172,15.41465131,5.846784041,3.427812423,1.344108314,266301.5238,21231.80952,84.63180167
SPXC UN Equity,Industrial,1.1670371,0.581466917,0.116772098,6.720102597,2.537970938,27.38390564,70.29203116,7.173913043,19.64573269,71.74189447,7.569673359,0.22972973,30.70856044,8.464251363,6.232766912,5.444052581,4.38608366,17.17921527,6.836225939,5.812534871,7.785076758,7.090290381,2.950438969,0.705157709,346555.5556,29333.33333,69.63829656
ENZ UN Equity,"Consumer, Non-cyclical",2.096429987,1.737934819,1.459254291,-25.45217769,-6.343476654,51.87669943,38.89619506,#N/A N/A,22.46796638,43.31032356,-31.72073785,-0.587296935,31.26767604,-39.94554136,-37.51594954,-37.51594954,-9.251222614,-15.95790394,6.749164678,9.192269244,9.243718792,2.818883845,#N/A N/A,0.843929322,186325.9804,#N/A N/A,47.32617364
OYST UW Equity,"Consumer, Non-cyclical",17.88080495,17.53642324,17.53642324,#N/A N/A,#N/A N/A,94.31509272,0.779647314,#N/A N/A,0.347127482,0.368050831,-519.0560839,-86.02474527,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-41.34627505,-43.53664221,#N/A N/A,#N/A N/A,0,0,#N/A N/A,0,0,-1144983.871,#N/A N/A
EXPO UW Equity,Industrial,3.127084257,2.751935077,2.067429331,24.58739685,-4.14646248,62.31692685,36.76357017,#N/A N/A,3.504592343,5.623820879,47.26118263,5.17919331,32.10077519,20.81745436,20.64316079,17.56739185,14.43838997,23.19694162,#N/A N/A,4.821644954,30.69511644,4.884722265,2.29985536,0.699427288,342380.137,71274.82877,#N/A N/A
DYAI UR Equity,"Consumer, Non-cyclical",22.44249177,21.90218668,21.55047307,-343.9994385,-4.708591402,95.75989542,4.841487734,#N/A N/A,0,0,-364.1562318,#N/A N/A,13.16864913,-550.5321592,-582.1306419,-494.2051995,-25.91136631,-27.07825541,#N/A N/A,3.195304195,1.886354936,#N/A N/A,#N/A N/A,0.04807856,186786.2222,#N/A N/A,#N/A N/A
SCPH UW Equity,"Consumer, Non-cyclical",11.5680721,11.27507778,11.27507778,#N/A N/A,#N/A N/A,75.35213851,1.120607439,-11.57054503,18.52945492,24.59048314,-103.0322197,-1.342126101,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-34.57181038,-48.24053619,#N/A N/A,#N/A N/A,0,0,0,0,0,-1108629.63,#N/A N/A
AVNS UN Equity,"Consumer, Non-cyclical",2.809380637,1.323511726,0.670475045,-3.175713486,2.46559633,75.11358202,72.07077953,-2.955128205,14.87326638,19.80103462,-0.600528465,-0.091237942,52.22439843,-6.449356463,-3.805260213,1.991704547,-1.566639788,-2.157274854,2.169631512,5.248164464,4.84063745,3.028171997,2.087312016,0.411703721,132862.4535,-8568.773234,162.8210317
KE UW Equity,Industrial,2.048410704,0.899187469,0.238403551,2.869018367,1.582780807,48.96112562,27.93158232,7.237276634,15.24697707,31.14098559,18.41077823,0.873029518,6.983549207,2.665111824,1.515638666,2.17575278,4.775060192,9.255520568,6.003062438,6.080433769,5.591657141,8.17988073,3.147629829,1.59661047,187585.9375,#N/A N/A,66.35561213
FELE UW Equity,Industrial,3.03996976,1.42664847,0.642044339,15.15219296,-5.115481927,66.63745464,51.32825647,28.20639723,9.940446763,14.91720657,50.13073736,1.494374293,34.72526539,10.46322107,8.053996894,8.214339257,8.144139762,12.15778854,2.70865534,7.488014552,9.130490319,5.308649909,2.326079396,1.011192315,230987.2222,24168.7037,143.9150359
XENT UQ Equity,"Consumer, Non-cyclical",2.670621737,2.319230682,1.989445612,-66.40142017,-26.19339942,29.4712399,48.0312779,-24.58284884,36.12790866,122.5869993,-22.25741883,-0.651129668,62.37803213,-83.98341485,-89.77704397,-84.40864513,-38.54104769,-78.15313125,2.086184346,4.779943629,5.022776787,3.923052573,2.625619296,0.429297357,198408.867,-166630.5419,179.1417936
IGT UN Equity,"Consumer, Cyclical",1.315499451,0.670407462,0.346845422,19.61003461,-22.72708896,5.978354569,73.52250778,-0.270069562,66.21153701,1107.521079,7.572446764,0.068443618,36.4555622,-3.449414789,-28.82050011,-18.68392332,-6.741655372,-73.74869558,13.66984595,4.001779956,2.077507602,2.196406805,0.998233398,0.258610498,283223.2727,-6070.363636,-69.52051883
BOOT UN Equity,"Consumer, Cyclical",1.230391044,0.26117553,0.222512595,-1.404724596,8.846063739,34.78849067,58.40311189,#N/A N/A,47.00236074,135.1089393,4.198382138,0.383068593,32.69857789,8.712178104,5.670579192,5.710005617,4.585962633,11.99118465,2.158915145,65.55819232,4.722919941,2.989369679,#N/A N/A,0.930744762,768704.5455,#N/A N/A,114.594849
REPL UW Equity,"Consumer, Non-cyclical",14.67500421,14.19530066,14.19530066,#N/A N/A,#N/A N/A,78.47943374,25.56461638,#N/A N/A,17.85114717,22.74627418,-120.1929375,-1.755647985,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-18.56671208,-21.06030038,#N/A N/A,#N/A N/A,#N/A N/A,0,0,0,#N/A N/A,#N/A N/A,#N/A N/A
FUL UN Equity,Basic Materials,1.923626568,1.160937276,0.189639561,8.754388914,-3.684190542,34.21903117,74.73740953,2.515868443,44.64320396,130.4630857,12.48884114,0.140211442,27.1174213,7.8242277,4.433945258,5.33916049,3.529050686,10.78506875,5.432577935,5.96084211,5.933829361,4.313874906,2.054534194,0.705148878,438101.5858,#N/A N/A,69.41241903
ALLK UW Equity,"Consumer, Non-cyclical",29.81144766,29.35398664,29.35398664,#N/A N/A,#N/A N/A,90.93644128,6.996906692,#N/A N/A,6.012217593,6.611450271,-174.6684452,-2.647729111,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-24.8246681,-26.68948176,#N/A N/A,#N/A N/A,0,0,0,0,0,-1256456,#N/A N/A
EVER UQ Equity,Communications,2.079129934,1.898712831,0.915106624,1.973280297,39.43716315,55.00348702,24.52460287,#N/A N/A,8.28051143,15.05452086,18.37156437,0.897716639,93.83948002,-3.367201349,-3.228846902,-2.714681424,-10.17110741,-18.25143379,#N/A N/A,8.862478127,0.754869585,33.05559526,18.44613994,3.150074227,760822.3684,-25618.42105,#N/A N/A
GVA UN Equity,Industrial,1.54279008,1.035718829,0.462372887,4.91814783,3.391362797,40.99435461,38.85510732,-6.543181818,16.99872605,41.46601699,19.33612122,0.486594376,9.678371035,-4.444823084,-4.07350653,-0.751299313,-5.944879277,-13.70880931,37.57929774,6.547259814,8.451112266,5.917199774,2.309915438,1.459400944,1272306.786,-56551.78571,22.33274494
GCO UN Equity,"Consumer, Cyclical",1.65683873,0.611766721,0.533813314,3.978169067,-18.68564713,35.70432313,57.94327465,-21.07053045,46.24258521,129.5153672,11.04195036,0.3407664,45.02958249,-6.003201737,-3.15858116,2.086894706,-3.453589918,-9.523134471,2.993022317,58.95652174,6.343070564,1.981804094,#N/A N/A,1.093399138,388861.2389,#N/A N/A,70.40478456
DSP UW Equity,Technology,1.304145325,1.247815607,0.120882294,6.677115418,0.217718264,16.6065009,22.19667466,#N/A N/A,17.6265728,106.1426059,17.82291342,#N/A N/A,#N/A N/A,13.17208368,12.48888055,12.51804225,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,571802.7682,#N/A N/A,#N/A N/A
ALEC UW Equity,"Consumer, Non-cyclical",6.190679709,6.070203266,6.070203266,-814.1340411,-0.57024365,11.5670014,13.66919883,#N/A N/A,10.49787916,90.75713577,-75.54061462,-3.351139379,#N/A N/A,-925.0829463,-901.6399659,-900.3481373,-41.80081831,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.337624721,0.298523513,0.046360876,123380.117,-1141368.421,#N/A N/A
HVT UN Equity,"Consumer, Cyclical",1.549904186,0.980479413,0.980479413,15.9390152,-6.735585966,37.18068939,53.51895728,195.9207161,34.34385895,92.37015105,30.46080416,0.678767985,55.99637555,10.23786104,7.904823509,3.571211303,9.536585287,23.03854169,3.381764026,#N/A N/A,10.60929142,2.236515558,1.259607162,1.206426086,270517.7151,27695.22777,74.10271638
HCSG UW Equity,"Consumer, Cyclical",3.527690127,3.203599162,1.629126094,12.09291809,-4.371792796,61.202806,27.08529982,85.30422125,2.127559294,3.47624469,71.31792363,13.07394324,15.22385635,6.658399151,5.6059667,5.6059667,13.09107118,20.9790745,43.82529404,5.903055647,27.89101512,63.57064697,32.4797129,2.335203164,39825.85973,2651.764706,57.23062324
HELE UW Equity,"Consumer, Non-cyclical",2.014883622,1.099127756,0.07219619,14.84884903,9.160304855,61.01861301,64.13456079,14.02998819,20.15916944,33.03773791,36.55451655,0.81880702,43.01582728,10.43971297,8.921760867,11.38663209,11.1444458,19.27548414,3.185654361,4.694451215,5.385133884,12.21104096,6.650646067,0.990432221,1034807.273,#N/A N/A,113.9303174
HNGR UN Equity,"Consumer, Non-cyclical",1.526476097,1.112460298,0.588818308,12.73285721,-8.824402621,5.361761387,60.57095917,2.216273694,67.67229275,1262.128019,17.28956382,0.198128677,68.49523048,7.182440194,3.814812965,-0.860347432,4.260113196,126.2942081,4.361521921,6.953517043,5.699404762,4.953368132,2.485263799,1.116729243,213010.6383,15299.3617,72.33366426
AVYA UN Equity,Technology,1.388742304,0.881266491,0.639401935,1.705534285,-0.484932456,3.787514043,74.65896325,-2.013274336,49.1734874,1298.305085,2.505539458,0.032728451,54.99477898,-15.83710407,-23.66863905,-2.47163244,-9.409304757,-91.76984705,22.78947368,10.76437848,4.578014184,6.593181818,#N/A N/A,0.433276081,360025.0627,#N/A N/A,-21.88855916
HTLD UW Equity,Industrial,2.71687171,2.38491315,1.602601278,-3.949868426,8.117590878,76.15141677,79.70806665,#N/A N/A,0,0,78.84342406,#N/A N/A,22.85257771,14.47768503,10.97321708,9.157567004,7.654151895,10.05044028,#N/A N/A,11.48868512,#N/A N/A,1.211114834,0.849865954,0.697540196,170704.2328,24714.02116,#N/A N/A
TPH UN Equity,"Consumer, Cyclical",5.096317172,0.880758539,0.880758539,17.38351618,5.595577296,55.50840631,10.61646254,4.409359962,34.71523976,62.54050885,32.85899261,0.412553716,22.1935466,11.27256398,8.679793683,9.146871876,7.162005261,12.77224355,0.846689308,#N/A N/A,32.56889102,65.19244072,#N/A N/A,0.825135426,2795623.388,#N/A N/A,#N/A N/A
HWKN UW Equity,Basic Materials,2.105930569,1.15184828,0.068739955,6.359334911,-2.89901964,59.971027,66.34431636,#N/A N/A,17.67918054,29.47953607,37.7954878,0.213358713,18.68148346,7.714023377,5.2512227,5.333557325,8.806799074,14.99085101,7.392089952,8.524445314,15.84581376,4.016959792,1.982329911,1.360374449,823472.561,#N/A N/A,65.215905
NL UN Equity,Industrial,6.22256153,5.372087105,4.981968226,15.08944708,-7.812110139,56.89628751,68.77424063,1.745925926,0.091215908,0.160319613,8.939337691,34.566,28.67894218,2.057850302,12.81681902,12.76095061,2.655470758,4.763272186,4.453536868,10.13556922,26.84568611,3.820128408,1.180611246,0.207186413,223269.0058,4594.54191,104.6588507
TILE UW Equity,"Consumer, Cyclical",2.562824625,1.256709778,0.533124677,5.086824345,-17.8527046,25.00269906,62.06816022,-1.343333595,52.12643691,208.4832393,12.15653724,0.115055297,37.21455103,-3.560985514,-6.519666226,6.989984247,-5.271338849,-20.70673921,2.872382643,6.952938544,9.939854436,2.482926324,1.199417067,0.808528211,294832.1753,-10499.19829,145.1952602
DIN UN Equity,"Consumer, Cyclical",1.682615731,1.449547864,1.099839916,12.41549006,-24.27107665,-17.0920675,71.73390138,-0.622871665,96.39465142,#N/A N/A,3.971977234,0.09368163,36.0840776,-6.045108724,-15.08760018,2.599269952,-5.042798371,#N/A N/A,#N/A N/A,5.327345942,11.24588699,1.233684203,0.77012582,0.334234624,199961.7058,-12087.90252,#N/A N/A
ECOL UW Equity,Industrial,2.1421252,1.521206498,0.436410053,5.327063974,36.22782487,32.8693599,80.20600857,-11.07280258,52.19247926,158.7876351,8.715648569,0.073283727,26.24061149,-38.64822553,-41.69377654,2.075073834,-19.16831568,-48.26831281,#N/A N/A,4.9521754,16.64041456,1.788521223,1.155857891,0.459740452,259403.8889,-100255,#N/A N/A
IIVI UW Equity,Industrial,2.658623288,1.621609974,0.732725708,6.739924985,74.68462293,39.67366699,65.82489511,0.441555101,45.41023636,114.4593878,9.414198184,0.387737218,34.43384672,1.658732029,-2.816260523,0.686363509,3.525601459,7.329668527,2.622601186,5.449607364,7.190328107,2.223555576,1.479398443,0.532113249,103621.0109,#N/A N/A,137.8971783
AEGN UW Equity,Industrial,2.122940465,1.015275257,0.421906694,11.65637488,-8.818619079,44.32839646,47.05689852,3.283505568,30.24803455,68.23624802,22.45366896,0.345311182,24.32133643,5.074254361,-3.944345131,3.644386232,-3.359164136,-7.701884074,15.64299289,7.067513019,14.89319781,6.748190233,3.056246608,1.068822748,195206.3799,-1027.066216,63.29956773
LAUR UW Equity,"Consumer, Non-cyclical",1.79451498,1.009490961,0.93237504,18.04360743,-15.44077487,45.80294812,70.95520444,-3.263841259,30.47447803,66.53387889,9.594578809,0.122079091,21.70507465,-32.12962611,-59.84201648,4.700493796,-10.69735841,-24.08848126,#N/A N/A,29.65188315,29.03688038,1.678090618,1.14658338,0.322474385,27700.45946,-17655.40541,#N/A N/A
IGMS UW Equity,"Consumer, Non-cyclical",21.65150812,21.24530162,21.24530162,#N/A N/A,#N/A N/A,93.43737152,8.653262593,#N/A N/A,2.996339004,3.206788628,-250.9713987,-6.926249592,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-24.28572708,-26.15722953,#N/A N/A,#N/A N/A,0,0,0,0,0,-778317.757,#N/A N/A
GFF UN Equity,Industrial,2.478490627,1.260362919,0.48545563,3.531016539,8.972705699,28.50757955,54.66432032,2.244700568,49.46488563,173.5148561,7.632017477,0.112422258,26.64258104,6.439318104,2.219252825,3.273003113,3.049905688,11.71372111,3.96166172,8.351702822,7.79429093,5.001301802,2.586470664,1.041015384,325340.8108,#N/A N/A,84.42536357
IVC UN Equity,"Consumer, Non-cyclical",1.625385223,0.928381065,0.457050342,-0.045492536,-8.327370458,35.29098365,60.41506119,0.397452542,34.52553487,97.83103587,3.580419352,0.037170282,28.82980737,1.33150893,-3.324364133,-2.954459071,-3.145530272,-8.805004032,5.13116991,7.553052735,6.924192888,7.47697419,2.038708889,0.946205092,250202.6471,3331.470588,66.92784453
IPAR UW Equity,"Consumer, Non-cyclical",3.845715566,2.69111104,1.896917512,10.01504613,-24.45712348,60.1963725,32.51436564,35.5751269,5.751085497,9.55387386,34.62692134,1.054480105,61.35908677,13.00219477,7.090605166,7.090605166,4.44659818,7.61436844,1.275316795,4.193529313,4.444811205,12.86724755,7.083555649,0.627127646,1361133.838,176977.2727,291.9225966
JJSF UW Equity,"Consumer, Non-cyclical",3.724535139,2.785045405,1.841253746,3.358583536,-13.86016029,76.61688529,52.71822616,204.6904762,5.828197923,7.606936645,37.2965534,0.678902334,23.32858465,1.682324923,1.791029296,2.329476986,0.281570931,0.366365824,6.394181268,8.00818681,10.23366882,3.033501545,1.272346331,0.912626883,249277.561,#N/A N/A,65.88816358
FENC UR Equity,"Consumer, Non-cyclical",13.38602471,12.92884533,12.92884533,-9173.529412,#N/A N/A,92.52952223,0,#N/A N/A,0,0,-664.4652748,#N/A N/A,#N/A N/A,-10520.58824,-10652.35294,-10652.35294,-79.48993701,-88.45524484,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.007462195,18888.88889,-1987222.222,#N/A N/A
VIVO UW Equity,"Consumer, Non-cyclical",3.087921712,1.752075242,1.018848526,17.61246043,26.19369795,61.1035851,59.97887781,23.2993921,18.57839763,30.40475873,30.43544458,0.97063156,61.59571407,24.17500108,18.20733481,18.25266984,18.40752279,29.4599073,1.980158081,7.846486742,11.45996564,7.599044922,2.688960595,0.785144963,452976.7857,#N/A N/A,213.4543877
XCUR UR Equity,"Consumer, Non-cyclical",6.285277414,5.977209844,5.976408912,-255.4686089,1181.867284,61.2341205,14.05957548,-44.39092496,24.66150293,40.2741196,-100.8526375,-1.713334141,#N/A N/A,-153.109011,-148.4861253,-148.4861253,-22.87176587,-34.68186963,#N/A N/A,1230.592593,#N/A N/A,2.188224447,1.821501014,0.154033017,263698.4127,-403746.0317,#N/A N/A
LANC UW Equity,"Consumer, Non-cyclical",3.054134755,2.256290641,1.570367261,6.604300998,2.034046829,78.85414349,61.18076857,#N/A N/A,2.698939853,3.422698838,81.29805335,5.677214514,26.8314763,13.18567013,10.26560491,10.33327413,13.20138782,16.79700935,10.03288729,16.60441944,11.70373729,4.176652092,2.244842003,1.340981633,416996.25,#N/A N/A,26.54237016
LAWS UW Equity,Industrial,1.459890811,0.743997143,0.289739272,8.771840007,-5.176584813,47.76437356,44.18268931,31.42201835,4.021006305,8.418421526,24.29602187,2.992528624,53.05539675,5.84485951,4.298460427,5.36679017,6.560415685,13.11761413,2.802924294,8.435687037,9.48739286,13.43078157,4.04785945,1.526224516,184079.0576,10759.1623,135.3875009
LNN UN Equity,Industrial,3.397968651,2.202431759,1.376180478,5.179990394,6.895278243,52.32329464,39.01504927,11.38936751,25.74150871,49.19703334,16.92376695,0.274769767,32.1351529,11.41835127,8.137697707,7.94497906,6.783767524,12.95854921,3.062052732,6.144022409,10.27429174,4.659284464,2.071200467,0.859851926,421948.4444,#N/A N/A,141.4379651
AE UA Equity,Energy,1.636981877,1.214268254,0.343026504,-6.768927116,-43.5514869,50.3371181,36.6910094,-12.94369369,7.991235267,15.87543262,-29.91196166,-2.80915966,0.482188372,-0.562096668,0.097317937,-0.047022022,0.317369691,0.661716539,44.48733139,10.52237139,8.641727283,11.30954001,5.512110046,3.261163359,1408294.766,-7915.977961,0.657450965
CNST UW Equity,"Consumer, Non-cyclical",14.03067304,13.79625507,13.79625507,#N/A N/A,#N/A N/A,92.95468639,2.997596491,-43.6222921,0.95642452,1.028914794,-357.931256,-26.59701846,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-30.04979881,-33.77138825,#N/A N/A,#N/A N/A,0,0,0,0,0,-1177801.887,#N/A N/A
MEI UN Equity,"Consumer, Cyclical",3.933240612,2.821974965,1.511126565,9.327082723,2.359292212,57.15744929,58.73340143,14.56435644,27.57916241,48.25121266,23.94414169,0.683976261,27.62965133,14.36663737,12.0519582,11.7587655,8.896875458,14.52259802,5.916833267,3.939968404,7.142303969,4.385054945,1.852553389,0.731700161,169407.677,#N/A N/A,95.1941588
MMSI UW Equity,"Consumer, Non-cyclical",2.32269032,1.100284318,0.307647402,12.37525613,-3.113729479,57.59296466,74.18240611,-0.156293776,26.13957255,45.38674595,23.41528518,0.274169896,41.62126832,-0.162054208,-1.021190507,6.164062767,-0.575325195,-1.031480431,2.65600861,6.383151328,10.24351905,2.095387268,1.364938205,0.563386744,160940.8916,-260.8114877,159.409299
CRNC UW Equity,Technology,1.240937572,0.984549792,0.735797464,7.81960042,8.681074131,56.75776099,85.23519285,0.850200114,17.5794174,30.97271121,6.138094448,0.117395912,67.28278214,5.864169442,-6.25853188,2.362482985,0.759454898,1.330559467,#N/A N/A,5.538730316,10.853751,7.379204795,#N/A N/A,0.20647312,219764,#N/A N/A,#N/A N/A
MNRO UW Equity,"Consumer, Non-cyclical",2.337920105,1.412064204,1.355147959,5.205710357,4.690267699,35.8342379,70.91815051,3.604792117,53.58321741,149.5307855,9.226420647,0.126757477,37.93465147,8.093916232,4.617818681,5.367560827,1.057893415,2.437254895,4.159587816,68.56329212,5.676395919,1.424866906,0.970355258,0.624520095,153534.2131,#N/A N/A,41.4552235
MOG/A UN Equity,Industrial,2.270745081,0.621147724,0.119038103,6.617764826,-0.692300621,38.53527975,49.98228363,1.671619919,31.61337342,82.03748261,14.08030673,0.243160832,25.78200997,2.254109301,0.319113457,1.648463159,-0.088761459,-0.225763134,3.469823586,9.147884015,10.76411786,4.1552006,1.827077143,0.838070505,228515.7253,#N/A N/A,103.1745523
MCS UN Equity,"Consumer, Cyclical",0.311957202,0.060278207,0.031026901,-37.82984417,-71.04413282,39.7649297,94.59271332,-10.96294931,44.92735481,112.9823569,-9.074531243,-0.128191613,28.75281882,-75.06563226,-52.52389687,-43.89778197,-9.554199109,-22.29024834,#N/A N/A,13.26976329,5.416645343,0.211739626,0.134695926,0.181901947,56592.38095,-42481.42857,#N/A N/A
MTRX UW Equity,Energy,1.904891814,1.481735977,0.568557577,2.320384981,-22.28746082,59.5173107,35.21099534,-22.93362555,7.108503605,11.94359006,21.05089747,0.70590035,9.28081327,-3.326708679,-3.004165539,0.764870501,-3.516520837,-6.010359059,103.9544053,4.53770842,11.52642965,7.548094693,2.995204072,1.482374477,379633.7931,#N/A N/A,31.21489488
HCCI UW Equity,Industrial,2.075081163,1.537841947,0.925672251,5.186832894,-8.657439805,60.10799945,67.18796367,#N/A N/A,23.64204657,39.33261261,24.30865129,0.364550885,20.76679205,4.437481371,2.940502672,2.216657226,2.558674703,4.400392998,11.83595518,8.379799356,9.369412738,1.550209361,1.036165521,0.870221644,307073.3737,13625.56732,36.02137201
MTSC UW Equity,Technology,1.687718755,0.73318264,0.299520635,2.891190534,-7.163104834,19.22944174,56.44344484,-7.285457757,50.82222614,264.29382,5.150325925,0.14401664,34.80483619,-29.86859541,-32.83316397,5.458901068,-22.07200174,-76.38570009,3.002035552,6.448335812,10.15495404,7.883798593,2.632960926,0.657852824,230162.7778,#N/A N/A,139.8565016
AGLE UQ Equity,"Consumer, Non-cyclical",9.109590707,8.895761114,8.895761114,#N/A N/A,#N/A N/A,86.52006583,7.319110495,#N/A N/A,3.415461149,3.947594256,-347.8151106,-14.50271739,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-66.08878232,-80.92820377,#N/A N/A,#N/A N/A,#N/A N/A,0,0,0,0,-905344.4444,#N/A N/A
REAL UW Equity,Communications,2.842769459,2.442169162,2.393518144,-50.89931955,-5.185646459,31.61298212,30.34825131,-32.82978723,46.15218085,145.9912281,-32.48279429,-0.470120421,62.53296394,-57.61512791,-58.62063217,-58.19290613,-32.85486324,-66.53523493,3.498980338,40.01454109,10.41262498,2.526726785,1.921758323,0.560465864,115187.788,-66365.5914,78.59893923
MYE UN Equity,Industrial,1.291626537,0.787376887,0.198956744,6.482760512,-1.033356732,47.27322725,54.0692224,10.93526649,23.92160294,50.60285563,22.05011498,0.373800815,33.69326899,10.49240843,7.204395251,7.866431935,9.764005768,20.66939868,6.142894744,6.992314016,6.66687651,6.662432771,1.548242953,1.355284577,212653.75,22312.5,57.02594564
ALTG UN Equity,"Consumer, Non-cyclical",0.878655307,0.320055261,0.002763067,-30.25412088,56.72766416,21.02653444,48.8608952,-0.340336134,40.68614313,193.499044,-6.516205668,-0.87055336,24.55357143,-0.927197802,-2.747252747,-3.045673077,-3.998667111,#N/A N/A,3.59967231,7.310460251,16.68666667,3.436664044,2.296228151,1.455514828,#N/A N/A,#N/A N/A,129.8074894
KRTX UQ Equity,"Consumer, Non-cyclical",50.28440099,47.03487524,47.03487524,#N/A N/A,#N/A N/A,97.49902913,0.870478245,#N/A N/A,0.772384035,0.792196642,-803.4966644,-25.90018622,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-18.5118727,-18.81162988,#N/A N/A,#N/A N/A,0,0,0,0,0,-3122434.783,#N/A N/A
CSII UW Equity,"Consumer, Non-cyclical",6.464049791,5.782725925,5.216240507,-6.820689509,-4.625489382,79.16847069,15.26571414,-13.56918398,6.257381767,7.903881068,-18.04827011,-0.679611231,79.38700881,-11.31793105,-11.51408823,-10.05261578,-7.044499658,-9.678834532,1.810107822,6.683362834,3.962221708,7.80503972,4.587580833,0.797148281,303652.1181,#N/A N/A,147.9000684
